date,market,commodity,price_kes,rainfall_mm,region_type,dap_price_kes,year,month,week,dayofyear,quarter,is_long_rains,is_short_rains,is_rainy_season,is_harvest,is_end_month,is_december,week_sin,week_cos,month_sin,month_cos,price_lag_1,price_lag_2,price_lag_4,price_lag_8,price_roll_mean_4,price_roll_std_4,price_roll_mean_8,price_roll_std_8,price_roll_mean_12,price_roll_std_12,price_change_1w,price_change_4w,category,is_perishable,market_type,rainfall_lag_1m,rainfall_lag_2m,rainfall_lag_3m,rainfall_cum_3m,rainfall_anomaly_pct,is_drought,is_flood,rain_x_perishable,drought_x_perishable,dap_price_lag_1m,dap_price_lag_2m,dap_price_lag_3m,dap_price_change_1m,dap_price_change_3m,commodity_enc,market_enc,category_enc,market_type_enc,region_type_enc,price_kes_next_week
1912-12-15,Embu,Wheat Flour,4578.28,280.1,Highlands,2000.0,1912,12,50,350,4,0,1,1,0,0,1,-0.2393156642875578,0.970941817426052,-2.4492935982947064e-16,1.0,4578.28,4646.49,4646.49,5001.88,4612.385,39.38106186142457,4718.285,177.55205924701917,4775.004,197.02084904902824,0.0,-0.014679898159686178,Grain,0,Rural,280.1,246.39999999999998,246.39999999999998,806.6,4.178031242251431,0,0,0.0,0,2000.0,2000.0,2000.0,0.0,0.0,9,1,0,1,2,4578.28
1912-12-15,Embu,Wheat Flour,4578.28,280.1,Highlands,2000.0,1912,12,50,350,4,0,1,1,0,0,1,-0.2393156642875578,0.970941817426052,-2.4492935982947064e-16,1.0,4646.49,4646.49,4646.49,5001.88,4629.4375,34.105000000000096,4771.235000000001,192.37917922685892,4796.862222222222,195.68934742199028,-0.014679898159686178,-0.014679898159686178,Grain,0,Rural,246.39999999999998,246.39999999999998,246.39999999999998,772.9,8.720403674472777,0,0,0.0,0,2000.0,2000.0,2000.0,0.0,0.0,9,1,0,1,2,4578.28
1912-12-15,Embu,Wheat Flour,4578.28,280.1,Highlands,2000.0,1912,12,50,350,4,0,1,1,0,0,1,-0.2393156642875578,0.970941817426052,-2.4492935982947064e-16,1.0,4578.28,4578.28,4646.49,5001.88,4595.3324999999995,34.10500000000063,4665.335,140.111584205487,4757.12,196.09616385844978,0.0,-0.014679898159686178,Grain,0,Rural,280.1,280.1,246.39999999999998,840.3000000000001,0.0,0,0,0.0,0,2000.0,2000.0,2000.0,0.0,0.0,9,1,0,1,2,4578.28
1912-12-15,Embu,Wheat Flour,4578.28,280.1,Highlands,2000.0,1912,12,50,350,4,0,1,1,0,0,1,-0.2393156642875578,0.970941817426052,-2.4492935982947064e-16,1.0,4578.28,4578.28,4646.49,5001.88,4578.28,0.0,4612.385,36.459778621690624,4742.216666666666,193.96707505672344,0.0,-0.014679898159686178,Grain,0,Rural,280.1,280.1,280.1,840.3000000000001,0.0,0,0,0.0,0,2000.0,2000.0,2000.0,0.0,0.0,9,1,0,1,2,4578.28
1912-12-15,Embu,Wheat Flour,4578.28,280.1,Highlands,2000.0,1912,12,50,350,4,0,1,1,0,0,1,-0.2393156642875578,0.970941817426052,-2.4492935982947064e-16,1.0,4578.28,4578.28,4578.28,4646.49,4578.28,0.0,4603.85875,35.30202885205426,4706.916666666667,180.49240534681434,0.0,0.0,Grain,0,Rural,280.1,280.1,280.1,840.3000000000001,0.0,0,0,0.0,0,2000.0,2000.0,2000.0,0.0,0.0,9,1,0,1,2,2751.11
1913-03-09,Eldoret,Maize,2751.11,268.4,Highlands,2000.0,1913,3,10,68,1,1,0,1,0,0,0,0.9350162426854148,0.35460488704253557,1.0,6.123233995736766e-17,2751.11,2751.11,2751.11,1661.18,2751.11,0.0,2342.38625,564.092366320509,2266.6966666666667,574.4435483578868,0.0,0.0,Grain,0,Rural,268.4,268.4,268.4,805.1999999999999,0.0,0,0,0.0,0,2000.0,2000.0,2000.0,0.0,0.0,5,0,0,1,2,7575.54
1913-03-30,Meru,Beans (Mixed),7575.54,268.4,Highlands,2000.0,1913,3,13,89,1,1,0,1,0,0,0,1.0,-1.6081226496766366e-16,1.0,6.123233995736766e-17,7575.54,7575.54,7024.6,5852.34,7437.805,275.4700000000004,7084.67,567.6934433301111,6673.893333333333,757.125556794588,0.0,0.078430088545967,Legume,0,Rural,268.4,268.4,280.1,805.1999999999999,0.0,0,0,0.0,0,2000.0,2000.0,2000.0,0.0,0.0,0,10,1,1,2,7575.54
1913-03-30,Meru,Beans (Mixed),7575.54,268.4,Highlands,2000.0,1913,3,13,89,1,1,0,1,0,0,0,1.0,-1.6081226496766366e-16,1.0,6.123233995736766e-17,7575.54,7575.54,7024.6,5852.34,7575.54,0.0,7300.070000000001,294.4898172384583,6817.493333333335,750.526815477978,0.0,0.078430088545967,Legume,0,Rural,268.4,268.4,268.4,805.1999999999999,0.0,0,0,0.0,0,2000.0,2000.0,2000.0,0.0,0.0,0,10,1,1,2,7575.54
1913-03-30,Meru,Beans (Mixed),7575.54,268.4,Highlands,2000.0,1913,3,13,89,1,1,0,1,0,0,0,1.0,-1.6081226496766366e-16,1.0,6.123233995736766e-17,7575.54,7575.54,7575.54,7024.6,7575.54,0.0,7368.9375,285.1385394480534,6961.093333333334,712.9871719021104,0.0,0.0,Legume,0,Rural,268.4,268.4,268.4,805.1999999999999,0.0,0,0,0.0,0,2000.0,2000.0,2000.0,0.0,0.0,0,10,1,1,2,7575.54
1913-03-30,Meru,Beans (Mixed),7575.54,268.4,Highlands,2000.0,1913,3,13,89,1,1,0,1,0,0,0,1.0,-1.6081226496766366e-16,1.0,6.123233995736766e-17,7575.54,7024.6,7024.6,5852.34,7300.07,318.08535730733234,6869.2699999999995,672.1434276360102,6591.925454545455,736.1220972143632,0.0,0.078430088545967,Legume,0,Rural,268.4,280.1,280.1,816.9,-1.4322438486963034,0,0,0.0,0,2000.0,2000.0,2000.0,0.0,0.0,0,10,1,1,2,7575.54
1913-03-30,Meru,Beans (Mixed),7575.54,268.4,Highlands,2000.0,1913,3,13,89,1,1,0,1,0,0,0,1.0,-1.6081226496766366e-16,1.0,6.123233995736766e-17,7024.6,7024.6,7024.6,5852.34,7162.335000000001,275.46999999999986,6653.87,689.3671573261952,6493.564,695.5820974502816,0.078430088545967,0.078430088545967,Legume,0,Rural,280.1,280.1,280.1,828.6,-2.8240405503258548,0,0,0.0,0,2000.0,2000.0,2000.0,0.0,0.0,0,10,1,1,2,4114.2
1913-04-06,Kitui,Irish Potatoes,4114.2,396.79999999999995,Semi_Arid,2000.0,1913,4,14,96,2,1,0,1,0,0,0,0.992708874098054,-0.12053668025532288,0.8660254037844387,-0.4999999999999998,4114.2,4114.2,3666.36,3666.36,4114.2,0.0,3890.2799999999997,239.38054915612005,3865.3999999999996,236.03240455496766,0.0,0.12214839786600318,Perishable,1,Rural,396.79999999999995,396.79999999999995,396.79999999999995,1190.3999999999999,0.0,0,0,396.79999999999995,0,2000.0,2000.0,2000.0,0.0,0.0,4,5,2,1,4,2919.57
1913-04-27,Machakos,Maize,2919.57,562.4,Highlands,2000.0,1913,4,17,117,2,1,0,1,0,0,0,0.8854560256532099,-0.4647231720437685,0.8660254037844387,-0.4999999999999998,1804.91,1804.91,1804.91,1983.28,2083.5750000000003,557.33,2011.13125,377.52896855501615,2008.0366666666669,353.26802126713943,0.617570959216803,0.617570959216803,Grain,0,Rural,149.9,149.9,149.9,862.1999999999998,95.68545581071682,0,1,0.0,0,2000.0,2000.0,2000.0,0.0,0.0,5,7,0,1,2,2919.57
1913-04-27,Machakos,Maize,2919.57,562.4,Highlands,2000.0,1913,4,17,117,2,1,0,1,0,0,0,0.8854560256532099,-0.4647231720437685,0.8660254037844387,-0.4999999999999998,2919.57,1804.91,1804.91,1983.28,2362.2400000000002,643.5492510549082,2128.1675,494.62861313890295,2099.19,440.4782848475307,0.0,0.617570959216803,Grain,0,Rural,562.4,149.9,149.9,1274.6999999999998,32.36055542480585,0,0,0.0,0,2000.0,2000.0,2000.0,0.0,0.0,5,7,0,1,2,2919.57
1913-04-27,Machakos,Maize,2919.57,562.4,Highlands,2000.0,1913,4,17,117,2,1,0,1,0,0,0,0.8854560256532099,-0.4647231720437685,0.8660254037844387,-0.4999999999999998,2919.57,2919.57,1804.91,1983.28,2640.905,557.3299999999998,2245.20375,561.6745261635708,2173.77,485.5954570215832,0.0,0.617570959216803,Grain,0,Rural,562.4,562.4,149.9,1687.1999999999998,0.0,0,0,0.0,0,2000.0,2000.0,2000.0,0.0,0.0,5,7,0,1,2,2919.57
1913-04-27,Machakos,Maize,2919.57,562.4,Highlands,2000.0,1913,4,17,117,2,1,0,1,0,0,0,0.8854560256532099,-0.4647231720437685,0.8660254037844387,-0.4999999999999998,2919.57,2919.57,1804.91,1983.28,2919.57,0.0,2362.2400000000002,595.8108318202063,2235.92,510.60531357844854,0.0,0.617570959216803,Grain,0,Rural,562.4,562.4,562.4,1687.1999999999998,0.0,0,0,0.0,0,2000.0,2000.0,2000.0,0.0,0.0,5,7,0,1,2,2724.4
1913-05-18,Kisumu,Maize,2724.4,716.2,Lake,2000.0,1913,5,20,138,2,1,0,1,0,0,0,0.6631226582407952,-0.7485107481711012,0.49999999999999994,-0.8660254037844387,2724.4,2562.46,2562.46,3375.85,2643.4300000000003,93.49610259256794,2704.61875,280.9116632088919,2890.69,373.7518918407576,0.0,0.06319708405204372,Grain,0,Urban,716.2,716.2,716.2,2148.6000000000004,0.0,0,0,0.0,0,2000.0,2000.0,2000.0,0.0,0.0,5,4,0,2,3,2724.4
1913-05-18,Kisumu,Maize,2724.4,716.2,Lake,2000.0,1913,5,20,138,2,1,0,1,0,0,0,0.6631226582407952,-0.7485107481711012,0.49999999999999994,-0.8660254037844387,2724.4,2724.4,2562.46,3375.85,2683.915,80.96999999999973,2623.1875,83.81191250992723,2874.0750000000003,376.56823123137616,0.0,0.06319708405204372,Grain,0,Urban,716.2,716.2,716.2,2148.6000000000004,0.0,0,0,0.0,0,2000.0,2000.0,2000.0,0.0,0.0,5,4,0,2,3,2724.4
1913-05-18,Kisumu,Maize,2724.4,716.2,Lake,2000.0,1913,5,20,138,2,1,0,1,0,0,0,0.6631226582407952,-0.7485107481711012,0.49999999999999994,-0.8660254037844387,2724.4,2724.4,2562.46,2562.46,2724.4,0.0,2643.43,86.56057103059746,2819.7875000000004,343.1271727700703,0.0,0.06319708405204372,Grain,0,Urban,716.2,716.2,716.2,2148.6000000000004,0.0,0,0,0.0,0,2000.0,2000.0,2000.0,0.0,0.0,5,4,0,2,3,2724.4
1913-05-18,Kisumu,Maize,2724.4,716.2,Lake,2000.0,1913,5,20,138,2,1,0,1,0,0,0,0.6631226582407952,-0.7485107481711012,0.49999999999999994,-0.8660254037844387,2562.46,2562.46,2562.46,3375.85,2602.9449999999997,80.96999999999998,2786.0499999999997,368.2955418449391,2907.3050000000003,370.10135325585895,0.06319708405204372,0.06319708405204372,Grain,0,Urban,716.2,716.2,716.2,2148.6000000000004,0.0,0,0,0.0,0,2000.0,2000.0,2000.0,0.0,0.0,5,4,0,2,3,4160.36
1913-06-01,Meru,Wheat Flour,4160.36,353.5,Highlands,2000.0,1913,6,22,152,2,0,0,0,1,0,0,0.46472317204376906,-0.8854560256532096,1.2246467991473532e-16,-1.0,4160.36,4160.36,4160.36,4270.82,4160.36,0.0,4201.782499999999,57.16848126371728,4209.453333333333,58.21753172369993,0.0,0.0,Grain,0,Rural,353.5,353.5,353.5,1060.5,0.0,0,0,0.0,0,2000.0,2000.0,2000.0,0.0,0.0,9,10,0,1,2,3795.08
1913-06-08,Machakos,Onions,3795.08,353.5,Highlands,2000.0,1913,6,23,159,2,0,0,0,1,0,0,0.35460488704253584,-0.9350162426854147,1.2246467991473532e-16,-1.0,3795.08,3795.08,3795.08,3615.74,3795.08,0.0,3727.8275000000003,92.81726805934373,3715.3733333333334,94.52047926243313,0.0,0.0,Perishable,1,Rural,353.5,353.5,353.5,1060.5,0.0,0,0,353.5,0,2000.0,2000.0,2000.0,0.0,0.0,6,7,2,1,2,4863.9
1913-07-13,Machakos,Rice,4863.9,200.5,Highlands,2000.0,1913,7,28,194,3,0,0,0,1,0,0,-0.23931566428755743,-0.9709418174260521,-0.4999999999999997,-0.8660254037844388,4863.9,4863.9,5732.11,5732.11,4863.9,0.0,5298.004999999999,464.07776568157163,5346.238888888888,457.5868478891312,0.0,-0.151464294997828,Grain,0,Rural,200.5,200.5,200.5,601.5,0.0,0,0,0.0,0,2000.0,2000.0,2000.0,0.0,0.0,7,7,0,1,2,8091.62
1913-07-20,Garissa,Beans (Rosecoco),8091.62,9.100000000000001,Arid_North,2000.0,1913,7,29,201,3,0,0,0,1,0,0,-0.3546048870425356,-0.9350162426854148,-0.4999999999999997,-0.8660254037844388,8091.62,8091.62,9350.51,9350.51,8091.62,0.0,8721.065,672.905009662264,8791.003333333334,663.4932872682286,0.0,-0.13463329807678948,Legume,0,Arid,9.100000000000001,9.100000000000001,9.100000000000001,27.300000000000004,0.0,0,0,0.0,0,2000.0,2000.0,2000.0,0.0,0.0,1,2,1,0,0,5324.32
1913-08-03,Nairobi,Wheat Flour,5324.32,230.60000000000002,Highlands,2000.0,1913,8,31,215,3,0,0,0,1,0,0,-0.5680647467311556,-0.8229838658936566,-0.8660254037844385,-0.5000000000000004,5324.32,5324.32,5324.32,4547.79,5324.32,0.0,5033.12125,401.8924565970885,4979.195555555555,409.2672452417584,0.0,0.0,Grain,0,Urban,230.60000000000002,230.60000000000002,230.60000000000002,691.8000000000001,0.0,0,0,0.0,0,2000.0,2000.0,2000.0,0.0,0.0,9,12,0,2,2,7243.4
1913-08-24,Kisumu,Beans (Rosecoco),7243.4,421.1,Lake,2000.0,1913,8,34,236,3,0,0,0,1,0,0,-0.8229838658936564,-0.5680647467311559,-0.8660254037844385,-0.5000000000000004,7243.4,7243.4,6256.32,6256.32,7243.4,0.0,6749.86,527.6164533338319,6695.022222222222,520.236838799834,0.0,0.15777325967981182,Legume,0,Urban,421.1,421.1,421.1,1263.3000000000002,0.0,0,0,0.0,0,2000.0,2000.0,2000.0,0.0,0.0,1,4,1,2,3,7243.4
1913-08-24,Kisumu,Beans (Rosecoco),7243.4,421.1,Lake,2000.0,1913,8,34,236,3,0,0,0,1,0,0,-0.8229838658936564,-0.5680647467311559,-0.8660254037844385,-0.5000000000000004,7243.4,7243.4,7243.4,6256.32,7243.4,0.0,6873.245,510.8624342367387,6749.859999999999,520.236838799834,0.0,0.0,Legume,0,Urban,421.1,421.1,421.1,1263.3000000000002,0.0,0,0,0.0,0,2000.0,2000.0,2000.0,0.0,0.0,1,4,1,2,3,6096.03
1913-09-14,Meru,Beans (Mixed),6096.03,156.2,Highlands,2000.0,1913,9,37,257,3,0,0,0,0,0,0,-0.970941817426052,-0.23931566428755774,-1.0,-1.8369701987210297e-16,6096.03,6096.03,7575.54,7024.6,6465.907499999999,739.7550000000011,7020.723749999999,765.7191717769535,7022.015833333334,610.8355691324994,0.0,-0.19530092904268215,Legume,0,Rural,156.2,156.2,353.5,468.59999999999997,0.0,0,0,0.0,0,2000.0,2000.0,2000.0,0.0,0.0,0,10,1,1,2,6096.03
1913-09-14,Meru,Beans (Mixed),6096.03,156.2,Highlands,2000.0,1913,9,37,257,3,0,0,0,0,0,0,-0.970941817426052,-0.23931566428755774,-1.0,-1.8369701987210297e-16,6096.03,6096.03,7575.54,7575.54,6096.03,0.0,6835.785,790.8313600437009,6944.634999999999,666.7363239828634,0.0,-0.19530092904268215,Legume,0,Rural,156.2,156.2,156.2,468.59999999999997,0.0,0,0,0.0,0,2000.0,2000.0,2000.0,0.0,0.0,0,10,1,1,2,6096.03
1913-09-14,Meru,Beans (Mixed),6096.03,156.2,Highlands,2000.0,1913,9,37,257,3,0,0,0,0,0,0,-0.970941817426052,-0.23931566428755774,-1.0,-1.8369701987210297e-16,6096.03,7575.54,7575.54,7024.6,6835.785,854.1954967687439,7136.795,669.9101393470604,7001.708333333333,647.3768099426449,0.0,-0.19530092904268215,Legume,0,Rural,156.2,353.5,353.5,665.9,-29.62907343444962,0,0,0.0,0,2000.0,2000.0,2000.0,0.0,0.0,0,10,1,1,2,6096.03
1913-09-14,Meru,Beans (Mixed),6096.03,156.2,Highlands,2000.0,1913,9,37,257,3,0,0,0,0,0,0,-0.970941817426052,-0.23931566428755774,-1.0,-1.8369701987210297e-16,7575.54,7575.54,7575.54,7024.6,7205.6625,739.7550000000002,7252.86625,529.5648909094393,6981.400833333333,681.3028736506966,-0.19530092904268215,-0.19530092904268215,Legume,0,Rural,353.5,353.5,353.5,863.2,-45.71362372567192,0,0,0.0,0,2000.0,2000.0,2000.0,0.0,0.0,0,10,1,1,2,10106.41
1913-09-21,Garissa,Beans (Rosecoco),10106.41,15.5,Arid_North,2000.0,1913,9,38,264,3,0,0,0,0,0,0,-0.992708874098054,-0.12053668025532357,-1.0,-1.8369701987210297e-16,10106.41,10106.41,8091.62,9350.51,9602.7125,1007.3950000000015,9004.5275,1006.8153069349764,9119.855,821.027616084092,0.0,0.24899711059095697,Legume,0,Arid,15.5,15.5,14.9,46.5,0.0,0,0,0.0,0,2000.0,2000.0,2000.0,0.0,0.0,1,2,1,0,0,10106.41
1913-09-21,Garissa,Beans (Rosecoco),10106.41,15.5,Arid_North,2000.0,1913,9,38,264,3,0,0,0,0,0,0,-0.992708874098054,-0.12053668025532357,-1.0,-1.8369701987210297e-16,10106.41,10106.41,8091.62,9350.51,10106.41,0.0,9099.015,1076.9505551854668,9182.846666666666,867.987402938894,0.0,0.24899711059095697,Legume,0,Arid,15.5,15.5,15.5,46.5,0.0,0,0,0.0,0,2000.0,2000.0,2000.0,0.0,0.0,1,2,1,0,0,10106.41
1913-09-21,Garissa,Beans (Rosecoco),10106.41,15.5,Arid_North,2000.0,1913,9,38,264,3,0,0,0,0,0,0,-0.992708874098054,-0.12053668025532357,-1.0,-1.8369701987210297e-16,8091.62,8091.62,8091.62,9350.51,8595.3175,1007.3950000000002,8815.5525,812.5062394441743,8922.544,751.2250710850022,0.24899711059095697,0.24899711059095697,Legume,0,Arid,14.9,14.9,14.9,45.300000000000004,2.6490066225165467,0,0,0.0,0,2000.0,2000.0,2000.0,0.0,0.0,1,2,1,0,0,10106.41
1913-09-21,Garissa,Beans (Rosecoco),10106.41,15.5,Arid_North,2000.0,1913,9,38,264,3,0,0,0,0,0,0,-0.992708874098054,-0.12053668025532357,-1.0,-1.8369701987210297e-16,10106.41,8091.62,8091.62,9350.51,9099.015,1163.2395488605666,8910.04,920.3939514608479,9030.168181818182,797.0682569995894,0.0,0.24899711059095697,Legume,0,Arid,15.5,14.9,14.9,45.9,1.307189542483667,0,0,0.0,0,2000.0,2000.0,2000.0,0.0,0.0,1,2,1,0,0,7484.74
1913-09-28,Kitui,Beans (Mixed),7484.74,37.4,Semi_Arid,2000.0,1913,9,39,271,3,0,0,0,0,0,0,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,7484.74,9366.4,9366.4,8802.88,8425.57,1086.3769075233517,8755.105,821.7529760735363,8764.66,724.9979001348901,0.0,-0.20089468739323535,Legume,0,Rural,37.4,259.7,259.7,334.50000000000006,-66.45739910313902,1,0,0.0,0,2000.0,2000.0,2000.0,0.0,0.0,0,5,1,1,4,7484.74
1913-09-28,Kitui,Beans (Mixed),7484.74,37.4,Semi_Arid,2000.0,1913,9,39,271,3,0,0,0,0,0,0,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,7484.74,7484.74,9366.4,8802.88,7955.154999999999,940.8300000000006,8590.3375,935.132062938553,8648.303636363637,788.661268622629,0.0,-0.20089468739323535,Legume,0,Rural,37.4,37.4,259.7,112.19999999999999,0.0,0,0,0.0,0,2000.0,2000.0,2000.0,0.0,0.0,0,5,1,1,4,7484.74
1913-09-28,Kitui,Beans (Mixed),7484.74,37.4,Semi_Arid,2000.0,1913,9,39,271,3,0,0,0,0,0,0,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,7484.74,7484.74,9366.4,8802.88,7484.74,0.0,8425.57,1005.7895769138646,8551.339999999998,823.5688932268564,0.0,-0.20089468739323535,Legume,0,Rural,37.4,37.4,37.4,112.19999999999999,0.0,0,0,0.0,0,2000.0,2000.0,2000.0,0.0,0.0,0,5,1,1,4,7484.74
1913-09-28,Kitui,Beans (Mixed),7484.74,37.4,Semi_Arid,2000.0,1913,9,39,271,3,0,0,0,0,0,0,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,9366.4,9366.4,9366.4,8802.88,8895.984999999999,940.8300000000003,8919.8725,643.4521028628093,8906.873333333333,603.1563541901884,-0.20089468739323535,-0.20089468739323535,Legume,0,Rural,259.7,259.7,259.7,556.8000000000001,-79.84913793103449,1,0,0.0,0,2000.0,2000.0,2000.0,0.0,0.0,0,5,1,1,4,6089.34
1913-10-26,Nairobi,Rice,6089.34,208.7,Highlands,2000.0,1913,10,43,299,4,0,1,1,0,0,0,-0.8854560256532101,0.464723172043768,-0.8660254037844386,0.5000000000000001,6089.34,6089.34,6793.48,6228.44,6265.375,352.0699999999997,6458.7975,360.6760742886692,6395.972727272727,320.37288815038346,0.0,-0.1036493814657583,Grain,0,Urban,208.7,208.7,156.2,626.0999999999999,0.0,0,0,0.0,0,2000.0,2000.0,2000.0,0.0,0.0,7,12,0,2,2,6089.34
1913-10-26,Nairobi,Rice,6089.34,208.7,Highlands,2000.0,1913,10,43,299,4,0,1,1,0,0,0,-0.8854560256532101,0.464723172043768,-0.8660254037844386,0.5000000000000001,6793.48,6793.48,6793.48,6228.44,6617.445,352.0699999999997,6493.572499999999,323.8314543863829,6464.113333333333,315.5456258609838,-0.1036493814657583,-0.1036493814657583,Grain,0,Urban,156.2,156.2,156.2,521.0999999999999,20.149683362118616,0,0,0.0,0,2000.0,2000.0,2000.0,0.0,0.0,7,12,0,2,2,6089.34
